frame,current_count,total_unique
2134,17,85
2135,17,85
2136,18,85
2137,18,85
2138,18,86
2139,18,86
2140,17,86
2141,17,86
2142,18,87
2143,17,87
2144,18,87
2145,19,87
2146,18,87
2147,18,87
2148,17,87
2149,18,87
2150,17,87
2151,16,87
2152,16,87
2153,16,87
2154,17,88
2155,18,88
2156,18,88
2157,17,88
2158,17,88
2159,17,88
2160,16,88
2161,16,88
2162,16,88
2163,16,88
2164,17,88
2165,16,88
2166,16,88
2167,15,88
2168,15,88
2169,15,88
2170,15,88
2171,16,88
2172,16,88
2173,16,88
2174,15,88
2175,16,88
2176,16,88
2177,16,88
2178,16,88
2179,16,88
2180,16,88
2181,16,88
2182,16,88
2183,16,88
2184,17,89
2185,17,89
2186,16,89
2187,16,89
2188,16,89
2189,17,90
2190,17,90
2191,16,90
2192,16,90
2193,16,90
2194,17,90
2195,18,90
2196,17,90
2197,17,90
2198,17,90
2199,17,90
2200,16,90
2201,16,90
2202,16,90
2203,16,90
2204,17,90
2205,16,90
2206,16,90
2207,16,90
2208,16,90
2209,16,90
2210,16,90
2211,16,90
2212,17,90
2213,17,90
2214,17,90
2215,16,90
2216,17,91
2217,18,91
2218,17,91
2219,18,91
2220,17,91
2221,19,92
2222,19,92
2223,19,92
2224,18,92
2225,19,92
2226,18,92
2227,18,92
2228,18,92
2229,18,92
2230,18,92
2231,18,92
2232,18,92
2233,18,92
2234,18,92
2235,18,92
2236,18,92
2237,19,92
2238,18,92
2239,19,92
2240,19,92
2241,19,92
2242,19,92
2243,19,92
2244,19,92
2245,19,92
2246,19,92
2247,19,92
2248,19,92
2249,19,92
2250,19,92
2251,19,92
2252,19,92
2253,19,92
2254,18,92
2255,18,92
2256,19,92
2257,19,92
2258,19,92
2259,19,92
2260,18,92
2261,20,93
2262,19,93
2263,19,93
2264,19,93
2265,18,93
2266,18,93
2267,18,93
2268,18,93
2269,17,93
2270,17,93
2271,17,93
2272,17,93
2273,17,93
2274,16,93
2275,17,93
2276,17,93
2277,18,93
2278,16,93
2279,16,93
2280,16,93
2281,16,93
2282,16,93
2283,15,93
2284,15,93
2285,15,93
2286,15,93
2287,16,94
2288,16,94
2289,16,94
2290,16,94
2291,16,94
2292,17,94
2293,17,94
2294,16,94
2295,17,94
2296,17,94
2297,17,94
2298,18,95
2299,17,95
2300,15,95
2301,16,95
2302,16,96
2303,16,96
2304,15,96
2305,16,96
2306,14,96
2307,15,96
2308,15,96
2309,13,96
2310,14,96
2311,13,96
2312,13,96
2313,13,96
2314,13,96
2315,13,96
2316,13,96
2317,13,96
2318,14,97
2319,15,97
2320,15,97
2321,14,97
2322,14,97
2323,14,97
2324,14,97
2325,13,97
2326,14,97
2327,13,97
2328,14,97
2329,14,97
2330,14,97
2331,14,97
2332,15,97
2333,15,97
2334,15,97
2335,15,97
2336,15,97
2337,15,97
2338,15,97
2339,13,97
2340,16,98
2341,17,99
2342,16,99
2343,15,99
2344,16,99
2345,14,99
2346,13,99
2347,14,99
2348,14,100
2349,13,100
2350,13,100
2351,15,101
2352,16,102
2353,16,102
2354,16,102
2355,14,102
2356,17,103
2357,15,103
2358,15,103
2359,15,103
2360,16,103
2361,16,103
2362,15,103
2363,15,103
2364,15,103
2365,15,103
2366,16,103
2367,17,104
2368,17,104
2369,14,104
2370,15,104
2371,14,105
2372,13,105
2373,13,105
2374,14,106
2375,14,106
2376,15,106
2377,15,106
2378,15,106
2379,14,106
2380,14,106
2381,14,106
2382,14,106
2383,15,106
2384,15,106
2385,15,106
2386,16,107
2387,15,107
2388,15,107
2389,14,107
2390,14,107
2391,14,107
2392,14,107
2393,15,107
2394,14,107
2395,14,107
2396,14,107
2397,14,107
2398,14,107
2399,14,107
2400,14,107
2401,14,107
2402,14,107
2403,14,107
2404,13,107
2405,15,108
2406,15,108
2407,15,108
2408,16,110
2409,15,110
2410,16,110
2411,15,110
2412,16,110
2413,17,111
2414,16,111
2415,16,111
2416,17,111
2417,15,111
2418,15,111
2419,15,111
2420,16,111
2421,16,111
2422,16,111
2423,16,111
2424,16,111
2425,16,111
2426,16,111
2427,16,111
2428,16,111
2429,17,112
2430,17,112
2431,17,112
2432,16,112
2433,16,112
2434,16,112
2435,16,112
2436,16,112
2437,15,112
2438,14,112
2439,15,112
2440,14,112
2441,14,112
2442,15,113
2443,15,114
2444,16,114
2445,16,114
2446,15,114
2447,16,114
2448,15,114
2449,15,114
2450,16,115
2451,18,116
2452,17,116
2453,19,116
2454,19,116
2455,19,116
2456,18,117
2457,18,117
2458,18,117
2459,17,117
2460,18,118
2461,18,118
2462,18,118
2463,18,118
2464,17,118
2465,16,118
2466,17,118
2467,16,118
2468,17,118
2469,16,118
2470,17,118
2471,15,118
2472,15,118
2473,16,118
2474,15,118
2475,15,118
2476,15,118
2477,15,119
2478,16,119
2479,16,119
2480,15,119
2481,15,119
2482,15,119
2483,15,119
2484,15,119
2485,14,119
2486,14,119
2487,14,119
2488,15,119
2489,15,119
2490,15,119
2491,15,119
2492,15,119
2493,16,120
2494,15,120
2495,14,120
2496,14,120
2497,16,121
2498,15,121
2499,16,122
2500,15,122
2501,15,122
2502,16,122
2503,16,122
2504,17,122
2505,16,122
2506,16,122
2507,16,122
2508,16,122
2509,16,122
2510,16,122
2511,15,122
2512,16,122
2513,15,122
2514,16,123
2515,17,124
2516,15,124
2517,14,124
2518,13,124
2519,14,124
2520,14,124
2521,14,124
2522,15,125
2523,15,125
2524,16,126
2525,15,126
2526,16,126
2527,16,126
2528,16,126
2529,16,126
2530,17,127
2531,15,127
2532,16,127
2533,16,128
2534,16,128
2535,16,128
2536,15,128
2537,14,128
2538,14,128
2539,15,128
2540,15,128
2541,15,128
2542,14,128
2543,14,128
2544,16,128
2545,16,128
2546,15,128
2547,14,128
2548,15,128
2549,13,128
2550,14,128
2551,14,128
2552,14,128
2553,14,128
2554,14,128
2555,14,128
2556,14,128
2557,14,129
2558,15,129
2559,16,130
2560,16,130
2561,16,130
2562,14,130
2563,14,130
2564,14,130
2565,16,132
2566,15,132
2567,15,132
2568,15,132
2569,15,132
2570,14,132
2571,14,132
2572,13,132
2573,14,132
2574,14,132
2575,14,132
2576,15,133
2577,15,133
2578,15,133
2579,15,133
2580,16,133
2581,17,134
2582,17,134
2583,17,134
2584,17,134
2585,17,134
2586,17,134
2587,17,134
2588,17,135
2589,17,135
2590,17,135
2591,17,135
2592,17,135
2593,17,135
2594,17,135
2595,17,135
2596,17,136
2597,17,136
2598,17,136
2599,17,136
2600,17,136
2601,17,136
2602,17,136
2603,17,136
2604,17,136
2605,17,136
2606,17,136
2607,17,136
2608,17,136
2609,17,136
2610,17,136
2611,17,136
2612,17,136
2613,17,136
2614,17,136
2615,16,136
2616,16,136
2617,17,136
2618,17,136
2619,17,136
2620,17,136
2621,17,136
2622,17,136
2623,17,136
2624,17,136
2625,17,136
2626,17,136
2627,17,136
2628,17,136
2629,17,136
2630,18,137
2631,18,137
2632,17,137
2633,17,137
2634,18,138
2635,18,138
2636,18,138
2637,18,138
2638,18,138
2639,18,138
2640,17,139
2641,17,139
2642,15,139
2643,16,139
2644,16,139
2645,17,139
2646,17,139
2647,17,139
2648,17,139
2649,17,139
2650,17,139
2651,17,139
2652,17,139
2653,17,139
2654,17,139
2655,18,139
2656,18,139
2657,18,139
2658,19,140
2659,18,140
2660,18,140
2661,18,140
2662,18,140
2663,18,140
2664,17,140
2665,17,140
2666,18,141
2667,18,141
2668,17,141
2669,16,141
2670,16,141
2671,16,141
2672,16,141
2673,17,141
2674,17,142
2675,18,142
2676,17,142
2677,17,142
2678,17,142
2679,17,142
2680,16,142
2681,16,142
2682,17,142
2683,16,142
2684,16,142
2685,14,142
2686,14,142
2687,14,142
2688,14,142
2689,14,142
2690,14,142
2691,13,142
2692,14,142
2693,13,142
2694,12,142
2695,14,142
2696,14,142
2697,15,142
2698,15,142
2699,14,143
2700,16,143
2701,16,143
2702,17,144
2703,14,144
2704,15,144
2705,15,144
2706,14,144
2707,14,144
2708,15,144
2709,15,144
2710,15,144
2711,16,145
2712,16,145
2713,16,145
2714,16,145
2715,16,145
2716,16,145
2717,16,145
2718,16,145
2719,16,145
2720,16,145
2721,16,145
2722,15,145
2723,15,145
2724,16,146
2725,17,147
2726,15,147
2727,14,147
2728,16,148
2729,16,148
2730,16,148
2731,16,149
2732,15,149
2733,13,149
2734,13,149
2735,15,150
2736,16,150
2737,16,150
2738,15,150
2739,15,150
2740,15,150
2741,13,150
2742,13,150
2743,13,150
2744,14,150
2745,15,150
2746,14,150
2747,13,150
2748,13,150
2749,16,150
2750,15,151
2751,15,151
2752,15,151
2753,15,151
2754,14,151
2755,15,151
2756,14,151
2757,12,151
2758,14,152
2759,15,153
2760,15,154
2761,17,155
2762,17,155
2763,16,155
2764,16,155
2765,15,155
2766,15,155
2767,15,155
2768,14,155
2769,12,155
2770,13,155
2771,14,156
2772,14,156
2773,16,157
2774,14,157
2775,15,157
2776,16,157
2777,16,157
2778,16,157
2779,16,158
2780,16,158
2781,14,158
2782,14,158
2783,16,158
2784,16,158
2785,15,158
2786,15,158
2787,15,158
2788,16,159
2789,16,160
2790,17,160
2791,16,160
2792,16,160
2793,13,160
2794,12,160
2795,15,160
2796,14,160
2797,15,160
2798,16,160
2799,16,160
2800,16,160
2801,16,160
2802,16,160
2803,16,161
2804,16,161
2805,16,161
2806,15,161
2807,16,161
2808,16,161
2809,16,162
2810,16,162
2811,16,162
2812,16,162
2813,17,162
2814,17,162
2815,17,162
2816,17,162
2817,16,162
2818,16,162
2819,16,162
2820,15,162
2821,17,163
2822,18,164
2823,18,164
2824,19,165
2825,19,166
2826,20,166
2827,18,166
2828,18,166
2829,18,166
2830,17,166
2831,17,166
2832,20,167
2833,17,167
2834,17,167
2835,18,167
2836,18,167
2837,18,167
2838,16,167
2839,16,167
2840,18,168
2841,17,168
2842,16,168
2843,18,168
2844,17,168
2845,17,168
2846,16,168
2847,16,168
2848,16,168
2849,16,168
2850,16,168
2851,17,168
2852,16,168
2853,16,168
2854,17,168
2855,17,168
2856,16,168
2857,16,168
2858,16,168
2859,16,168
2860,19,169
2861,18,169
2862,19,170
2863,18,170
2864,18,170
2865,19,170
2866,18,170
2867,17,170
2868,19,171
2869,19,171
2870,18,171
2871,19,171
2872,18,171
2873,17,172
2874,17,172
2875,17,172
2876,17,172
2877,17,172
2878,18,172
2879,17,172
2880,18,172
2881,17,172
2882,19,173
2883,18,173
2884,18,173
2885,18,173
2886,17,173
2887,17,173
2888,17,174
2889,17,174
2890,17,174
2891,18,175
2892,18,175
2893,18,175
2894,17,175
2895,18,175
2896,17,175
2897,17,175
2898,18,175
2899,18,175
2900,17,175
2901,16,175
2902,17,175
2903,17,175
2904,17,175
2905,18,175
2906,18,175
2907,18,175
2908,18,175
2909,18,175
2910,18,176
2911,18,176
2912,18,176
2913,18,176
2914,18,176
2915,18,176
2916,17,176
2917,17,176
2918,19,177
2919,19,177
2920,19,177
2921,19,177
2922,19,177
2923,18,177
2924,18,177
2925,18,177
2926,19,177
2927,20,177
2928,20,177
2929,19,177
2930,18,177
2931,18,177
2932,18,177
2933,18,177
2934,19,177
2935,19,177
2936,18,177
2937,18,177
2938,18,177
2939,18,177
2940,18,177
2941,18,178
2942,18,178
2943,17,178
2944,17,178
2945,17,178
2946,17,178
2947,17,178
2948,17,178
2949,17,178
2950,17,178
2951,17,178
2952,17,178
2953,16,178
2954,16,178
2955,17,178
2956,17,178
2957,17,178
2958,17,178
2959,17,178
2960,17,178
2961,17,178
2962,17,178
2963,17,178
2964,17,178
2965,17,178
2966,16,178
2967,16,178
2968,17,178
2969,18,179
2970,18,179
2971,16,179
2972,17,179
2973,17,179
2974,17,179
2975,17,179
2976,17,179
2977,17,179
2978,17,179
2979,17,179
2980,17,179
2981,17,179
2982,17,179
2983,17,179
2984,18,180
2985,18,180
2986,18,180
2987,18,180
2988,18,180
2989,18,180
2990,18,180
2991,18,180
2992,17,180
2993,18,180
2994,18,181
2995,18,181
2996,18,181
2997,19,181
2998,19,181
2999,19,181
3000,19,181
3001,19,181
3002,19,181
3003,19,181
3004,18,181
3005,18,182
3006,18,182
3007,17,182
3008,16,182
3009,16,182
3010,16,182
3011,16,182
3012,16,182
3013,16,182
3014,16,182
3015,16,182
3016,16,182
3017,16,182
3018,16,182
3019,17,183
3020,17,183
3021,17,183
3022,17,183
3023,17,183
3024,17,183
3025,17,183
3026,17,183
3027,17,183
3028,17,183
3029,17,183
3030,17,183
3031,17,183
3032,17,183
3033,17,183
3034,17,183
3035,17,183
3036,17,183
3037,17,183
3038,17,183
3039,17,183
3040,17,183
3041,17,183
3042,17,183
3043,17,183
3044,17,183
3045,17,183
3046,17,183
3047,17,183
3048,17,183
3049,17,183
3050,15,183
3051,16,183
3052,16,183
3053,17,184
3054,17,184
3055,17,184
3056,17,184
3057,17,184
3058,16,184
3059,16,184
3060,17,184
3061,16,184
3062,16,184
3063,16,184
3064,16,184
3065,16,184
3066,16,184
3067,17,185
3068,17,185
3069,17,185
3070,18,186
3071,17,186
3072,17,186
3073,17,186
3074,17,186
3075,17,186
3076,17,186
3077,17,186
3078,16,186
3079,18,187
3080,17,187
3081,17,187
3082,18,187
3083,17,187
3084,17,187
3085,16,187
3086,16,187
3087,15,187
3088,17,188
3089,17,188
3090,17,188
3091,18,188
3092,17,188
3093,19,189
3094,19,189
3095,19,189
3096,19,189
3097,19,189
3098,18,189
3099,19,189
3100,17,189
3101,18,189
3102,17,189
3103,20,190
3104,19,191
3105,19,191
3106,18,191
3107,18,191
3108,19,191
3109,18,191
3110,19,192
3111,19,192
3112,19,192
3113,18,192
3114,19,193
3115,18,193
3116,18,193
3117,18,193
3118,18,193
3119,19,193
3120,19,193
3121,20,194
3122,20,194
3123,20,194
3124,19,194
3125,19,194
3126,18,194
3127,19,194
3128,19,194
3129,19,194
3130,19,194
3131,19,194
3132,19,194
3133,19,194
3134,19,194
3135,19,194
3136,19,194
3137,18,194
3138,18,194
3139,18,194
3140,19,195
3141,20,196
3142,19,196
3143,19,196
3144,19,196
3145,19,196
3146,19,196
3147,19,196
3148,19,196
3149,19,196
3150,19,196
3151,18,196
3152,19,196
3153,19,196
3154,19,196
3155,19,197
3156,19,197
3157,18,197
3158,19,197
3159,18,197
3160,20,197
3161,19,197
3162,19,197
3163,19,197
3164,19,197
3165,19,197
3166,19,197
3167,19,197
3168,18,197
3169,19,198
3170,19,198
3171,18,198
3172,19,198
3173,19,198
3174,18,198
3175,18,198
3176,18,199
3177,19,199
3178,19,199
3179,19,199
3180,17,199
3181,19,200
3182,18,200
3183,18,200
3184,18,200
3185,19,200
3186,19,200
3187,20,201
3188,19,201
3189,20,201
3190,20,201
3191,19,201
3192,20,201
3193,19,201
3194,20,201
3195,20,202
3196,19,202
3197,20,202
3198,19,203
3199,20,203
3200,20,203
3201,19,203
3202,19,203
3203,19,203
3204,19,203
3205,18,203
3206,18,203
3207,19,203
3208,19,203
3209,20,203
3210,19,203
3211,19,203
3212,18,203
3213,18,203
3214,18,203
3215,18,203
3216,18,203
3217,18,203
3218,18,203
3219,18,203
3220,18,203
3221,19,203
3222,18,203
3223,18,203
3224,18,203
3225,19,203
3226,19,203
3227,19,203
3228,20,203
3229,20,203
3230,21,204
3231,20,204
3232,20,204
3233,20,205
3234,20,205
3235,19,205
3236,20,206
3237,20,206
3238,20,206
3239,19,206
3240,18,206
3241,19,206
3242,18,206
3243,18,206
3244,18,206
3245,18,206
3246,19,207
3247,19,207
3248,19,207
3249,18,207
3250,18,207
3251,18,207
3252,19,207
3253,20,208
3254,19,208
3255,19,208
3256,20,208
3257,21,208
3258,20,208
3259,20,208
3260,19,208
3261,19,208
3262,20,208
3263,22,209
3264,22,209
3265,21,209
3266,22,209
3267,22,209
3268,20,209
3269,19,209
3270,18,209
3271,19,209
3272,20,209
3273,19,209
3274,21,210
3275,20,210
3276,19,210
3277,19,210
3278,18,210
3279,18,210
3280,19,210
3281,19,210
3282,19,210
3283,19,210
3284,19,210
3285,19,210
3286,19,210
3287,19,210
3288,19,210
3289,18,210
3290,18,210
3291,18,210
3292,18,210
3293,18,210
3294,18,210
3295,18,210
3296,18,210
3297,18,210
3298,19,210
3299,18,210
3300,17,210
3301,17,210
3302,17,210
3303,17,210
3304,16,210
3305,17,211
3306,16,211
3307,16,211
3308,17,212
3309,17,212
3310,16,212
3311,16,212
3312,16,212
3313,17,212
3314,16,212
3315,18,213
3316,19,214
3317,19,214
3318,18,214
3319,18,214
3320,18,214
3321,16,214
3322,16,214
3323,17,214
3324,18,214
3325,16,214
3326,16,214
3327,17,214
3328,17,214
3329,17,214
3330,16,214
3331,18,215
3332,18,215
3333,18,215
3334,18,215
3335,18,215
3336,18,215
3337,18,215
3338,18,216
3339,19,216
3340,19,216
3341,19,216
3342,18,216
3343,18,216
3344,19,216
3345,17,216
3346,17,217
3347,17,217
3348,16,217
3349,16,217
3350,18,218
3351,18,219
3352,18,219
3353,18,220
3354,17,220
3355,18,220
3356,17,220
3357,16,220
3358,16,220
3359,17,220
3360,16,220
3361,16,220
3362,17,220
3363,17,220
3364,17,220
3365,18,221
3366,18,221
3367,18,221
3368,17,221
3369,17,221
3370,17,221
3371,17,221
3372,16,221
3373,16,221
3374,17,221
3375,15,221
3376,15,221
3377,15,221
3378,16,222
3379,16,222
3380,18,222
3381,16,222
3382,17,222
3383,17,222
3384,18,222
3385,16,222
3386,16,222
3387,16,222
3388,16,222
3389,17,222
3390,17,222
3391,17,222
3392,16,222
3393,16,223
3394,15,223
3395,14,223
3396,14,223
3397,14,223
3398,14,223
3399,14,223
3400,14,223
3401,14,223
3402,14,223
3403,14,223
3404,14,223
3405,15,224
3406,15,224
3407,16,224
3408,16,224
3409,16,224
3410,16,224
3411,16,224
3412,17,225
3413,17,225
3414,17,225
3415,17,225
3416,17,225
3417,16,225
3418,17,225
3419,17,225
3420,18,226
3421,18,227
3422,19,227
3423,18,227
3424,18,227
3425,18,227
3426,17,227
3427,18,227
3428,18,227
3429,17,227
3430,16,227
3431,17,228
3432,17,228
3433,16,228
3434,16,228
3435,16,229
3436,16,229
3437,16,229
3438,18,231
3439,18,231
3440,18,231
3441,17,231
3442,17,231
3443,17,231
3444,17,231
3445,17,231
3446,17,231
3447,18,231
3448,18,231
3449,17,231
3450,17,231
3451,17,231
3452,17,231
3453,17,231
3454,17,231
3455,17,231
3456,17,231
3457,17,231
3458,17,231
3459,17,231
3460,17,231
3461,17,231
3462,17,231
3463,17,231
3464,17,231
3465,16,231
3466,17,231
3467,17,231
3468,17,232
3469,17,232
3470,17,232
3471,17,232
3472,16,232
3473,16,232
3474,16,232
3475,15,232
3476,15,232
3477,15,232
3478,14,232
3479,15,232
3480,16,232
3481,18,235
3482,19,235
3483,18,235
3484,18,235
3485,17,235
3486,18,235
3487,17,235
3488,18,235
3489,18,235
3490,19,236
3491,17,236
3492,17,236
3493,17,236
3494,17,236
3495,17,236
3496,17,236
3497,17,236
3498,17,236
3499,18,236
3500,18,236
3501,19,237
3502,19,237
3503,17,237
3504,18,237
3505,16,237
3506,17,237
3507,16,237
3508,16,237
3509,15,237
3510,15,237
3511,15,237
3512,15,237
3513,16,237
3514,16,237
3515,17,238
3516,18,239
3517,17,239
3518,17,239
3519,17,239
3520,16,239
3521,17,239
3522,18,239
3523,16,239
3524,13,239
3525,15,239
3526,16,239
3527,16,239
3528,16,240
3529,16,240
3530,16,241
3531,16,241
3532,15,241
3533,17,241
3534,15,241
3535,14,241
3536,14,241
3537,15,241
3538,16,242
3539,17,243
3540,15,243
3541,15,243
3542,18,244
3543,17,244
3544,16,244
3545,15,244
3546,15,244
3547,15,244
3548,15,244
3549,14,244
3550,15,245
3551,15,245
3552,16,245
3553,15,245
3554,14,245
3555,14,245
3556,13,245
3557,14,245
3558,14,245
3559,16,246
3560,16,246
3561,16,247
3562,16,247
3563,16,248
3564,17,249
3565,16,249
3566,16,249
3567,14,250
3568,17,251
3569,17,251
3570,16,251
3571,16,252
3572,17,252
3573,16,252
3574,15,252
3575,15,253
3576,16,253
3577,15,253
3578,15,254
3579,15,254
3580,16,255
3581,16,255
3582,16,255
3583,16,255
3584,16,255
3585,16,255
3586,16,255
3587,15,255
3588,15,255
3589,15,255
3590,14,255
3591,14,255
3592,15,255
3593,14,255
3594,15,256
3595,15,256
3596,15,256
3597,15,257
3598,15,257
3599,15,257
3600,15,257
3601,16,257
3602,15,257
3603,15,257
3604,15,257
3605,14,257
3606,14,258
3607,15,258
3608,16,258
3609,16,258
3610,16,258
3611,15,258
3612,14,258
3613,15,258
3614,15,258
3615,15,258
3616,15,258
3617,14,258
3618,15,259
3619,15,259
3620,15,260
3621,16,260
3622,14,260
3623,13,260
3624,14,260
3625,15,260
3626,15,260
3627,15,260
3628,15,260
3629,15,260
3630,15,260
3631,15,260
3632,15,260
3633,15,260
3634,15,260
3635,15,260
3636,15,260
3637,15,260
3638,15,260
3639,15,260
3640,15,260
3641,14,260
3642,14,260
3643,14,260
3644,15,261
3645,17,261
3646,16,261
3647,17,261
3648,16,261
3649,17,261
3650,15,261
3651,17,262
3652,17,262
3653,17,262
3654,16,262
3655,17,262
3656,17,262
3657,17,262
3658,18,263
3659,18,263
3660,16,263
3661,15,263
3662,16,263
3663,14,263
3664,13,263
3665,14,263
3666,14,263
3667,14,263
3668,14,263
3669,14,264
3670,15,264
3671,14,264
3672,13,264
3673,13,264
3674,14,264
3675,13,264
3676,14,264
3677,13,264
3678,13,264
3679,14,265
3680,14,265
3681,14,266
3682,13,266
3683,15,267
3684,16,267
3685,15,267
3686,16,268
3687,15,268
3688,17,268
3689,16,268
3690,15,268
3691,15,268
3692,14,268
3693,14,268
3694,14,268
3695,15,269
3696,14,269
3697,14,269
3698,14,269
3699,14,269
3700,14,269
3701,15,270
3702,15,270
3703,14,270
3704,15,270
3705,15,270
3706,15,270
3707,15,270
3708,15,270
3709,15,270
3710,15,270
3711,15,270
3712,15,270
3713,16,271
3714,16,271
3715,17,272
3716,17,272
3717,17,272
3718,17,272
3719,16,272
3720,16,272
3721,16,272
3722,17,272
3723,16,272
3724,16,272
3725,16,272
3726,16,272
3727,16,272
3728,17,273
3729,17,273
3730,17,273
3731,17,273
3732,17,273
3733,17,273
3734,16,273
3735,17,274
3736,16,274
3737,18,275
3738,16,275
3739,15,275
3740,15,275
3741,15,275
3742,15,275
3743,15,275
3744,15,275
3745,15,275
3746,15,275
3747,15,275
3748,15,275
3749,16,276
3750,16,276
3751,15,276
3752,15,276
3753,15,276
3754,13,276
3755,15,276
3756,15,276
3757,15,276
3758,15,276
3759,15,276
3760,13,276
3761,13,276
3762,13,276
3763,13,276
3764,15,277
3765,14,277
3766,15,278
3767,16,279
3768,17,279
3769,17,279
3770,16,279
3771,16,279
3772,18,281
3773,18,281
3774,18,281
3775,18,281
3776,18,282
3777,20,283
3778,18,283
3779,18,283
3780,17,283
3781,18,283
3782,16,283
3783,17,283
3784,18,284
3785,18,284
3786,18,284
3787,18,284
3788,18,284
3789,18,284
3790,18,284
3791,18,284
3792,17,284
3793,18,284
3794,18,284
3795,18,284
3796,18,284
3797,18,284
3798,17,284
3799,18,284
3800,17,284
3801,17,284
3802,16,284
3803,16,284
3804,16,284
3805,16,284
3806,14,284
3807,15,284
3808,15,284
3809,14,284
3810,14,284
3811,14,285
3812,15,285
3813,15,285
3814,16,286
3815,15,286
3816,14,286
3817,14,286
3818,13,286
3819,13,286
3820,13,286
3821,13,286
3822,14,286
3823,13,286
3824,14,286
3825,14,286
3826,16,287
3827,16,287
3828,14,287
3829,17,288
3830,16,288
3831,16,288
3832,16,288
3833,16,288
3834,16,288
3835,16,288
3836,17,289
3837,17,289
3838,18,289
3839,18,289
3840,17,289
3841,18,289
3842,17,289
3843,16,290
3844,17,290
3845,17,290
3846,17,290
3847,17,290
3848,17,290
3849,17,290
3850,17,290
3851,17,290
3852,17,290
3853,17,290
3854,17,290
3855,17,290
3856,17,290
3857,18,291
3858,15,291
3859,15,291
3860,14,291
3861,14,291
3862,15,292
3863,16,293
3864,16,293
3865,15,293
3866,15,293
3867,15,293
3868,16,294
3869,16,294
3870,15,294
3871,15,294
3872,15,294
3873,16,294
3874,16,294
3875,15,294
3876,16,294
3877,16,294
3878,15,294
3879,15,294
3880,15,294
3881,16,295
3882,16,295
3883,17,296
3884,16,296
3885,18,296
3886,18,296
3887,17,296
3888,19,297
3889,19,297
3890,17,297
3891,16,297
3892,15,297
3893,15,297
3894,17,298
3895,17,298
3896,17,298
3897,17,298
3898,18,298
3899,17,298
3900,16,299
3901,16,299
3902,16,300
3903,17,300
3904,16,300
3905,16,300
3906,17,301
3907,17,301
3908,17,301
3909,17,301
3910,17,301
3911,17,302
3912,17,302
3913,16,302
3914,17,302
3915,18,302
3916,18,302
3917,18,302
3918,18,302
3919,18,302
3920,17,303
3921,18,303
3922,17,303
3923,18,303
3924,18,303
3925,15,303
3926,15,303
3927,15,303
3928,16,304
3929,15,304
3930,15,304
3931,15,304
3932,17,304
3933,17,304
3934,17,304
3935,18,305
3936,19,306
3937,17,306
3938,18,306
3939,20,307
3940,20,307
3941,18,307
3942,18,307
3943,18,308
3944,17,308
3945,17,308
3946,18,309
3947,17,309
3948,17,309
3949,17,310
3950,17,310
3951,15,310
3952,15,310
3953,16,310
3954,17,310
3955,17,310
3956,18,310
3957,18,310
3958,18,310
3959,18,310
3960,18,310
3961,18,310
3962,18,310
3963,18,310
3964,17,310
3965,17,310
3966,16,310
3967,17,311
3968,17,311
3969,16,311
3970,16,311
3971,15,311
3972,17,313
3973,17,314
3974,18,314
3975,18,314
3976,17,314
3977,17,314
3978,17,314
3979,17,314
3980,17,314
3981,17,314
3982,16,314
3983,18,314
3984,18,314
3985,19,314
3986,18,314
3987,19,314
3988,18,314
3989,19,314
3990,18,314
3991,18,314
3992,18,314
3993,17,314
3994,18,314
3995,17,314
3996,18,314
3997,17,314
3998,17,314
3999,17,314
4000,17,314
4001,16,314
4002,18,315
4003,17,315
4004,17,315
4005,16,315
4006,18,316
4007,17,316
4008,17,316
4009,16,316
4010,16,316
4011,16,316
4012,17,317
4013,17,317
4014,17,317
4015,16,317
4016,17,318
4017,17,318
4018,17,318
4019,17,318
4020,17,318
4021,17,318
4022,17,318
4023,17,318
4024,17,318
4025,16,318
4026,16,318
4027,16,318
4028,16,318
4029,16,318
4030,16,318
4031,16,318
4032,16,318
4033,16,318
4034,16,318
4035,17,318
4036,18,318
4037,18,319
4038,19,320
4039,19,320
4040,18,320
4041,21,321
4042,20,321
4043,19,321
4044,19,321
4045,20,322
4046,18,322
4047,19,323
4048,20,323
4049,19,323
4050,20,323
4051,19,323
4052,18,323
4053,18,323
4054,17,323
4055,18,323
4056,18,323
4057,19,324
4058,20,324
4059,19,324
4060,20,324
4061,20,324
4062,20,324
4063,20,324
4064,20,324
4065,20,324
4066,20,324
4067,20,324
4068,19,324
4069,20,324
4070,19,324
4071,19,324
4072,18,324
4073,18,324
4074,18,324
4075,18,324
4076,19,325
4077,19,325
4078,19,325
4079,19,325
4080,18,325
4081,17,325
4082,17,325
4083,17,325
4084,17,325
4085,17,325
4086,17,325
4087,16,325
4088,17,325
4089,17,325
4090,16,325
4091,16,325
4092,16,325
4093,16,325
4094,16,325
4095,16,325
4096,16,325
4097,16,325
4098,15,325
4099,15,325
4100,15,325
4101,15,325
4102,15,325
4103,14,325
4104,14,325
4105,15,325
4106,14,325
4107,14,325
4108,14,325
4109,15,326
4110,16,327
4111,16,327
4112,15,327
4113,14,327
4114,16,327
4115,15,327
4116,16,328
4117,18,328
4118,17,328
4119,17,328
4120,16,328
4121,17,329
4122,17,329
4123,17,329
4124,17,329
4125,17,329
4126,16,329
4127,18,330
4128,18,330
4129,19,330
4130,18,330
4131,17,330
